"","origem","densidade"
"3148","Ambos",0.3
"3149","Ambos",0.67
"3150","Ambos",0.68
"3151","Ambos",0.69
"3152","Ambos",0.43
"3153","Ambos",0.46
"3154","Ambos",0.49
"3155","Ambos",0.61
"3156","Ambos",0.62
"3157","Ambos",0.63
"3158","Ambos",0.41
"3159","Ambos",0.42
"3160","Ambos",0.43
"3161","Ambos",0.52
"3162","Ambos",0.53
"3163","Ambos",0.54
"3164","Ambos",0.61
"3165","Ambos",0.7
"3166","Ambos",0.51
"3167","Ambos",0.84
"3168","Ambos",0.5
"3169","Ambos",0.68
"3170","Ambos",0.64
"3171","Ambos",0.5
"3172","Ambos",0.6
"3173","Ambos",0.4
"3174","Ambos",0.61
"3175","Ambos",0.48
"3176","Ambos",0.73
"3177","Ambos",0.58
"3178","Ambos",0.62
"3179","Ambos",0.63
"3180","Ambos",1.19
"3181","Ambos",1.15
"3182","Ambos",1.3
"3183","Ambos",1
"3184","Ambos",1.1
"3185","Ambos",0.9
"3186","Ambos",1.23
"3187","Ambos",0.61
"3188","Ambos",0.56
"3189","Ambos",0.68
"3190","Ambos",0.65
"3191","Ambos",0.69
"3192","Ambos",0.77
"3193","Ambos",0.64
"3194","Ambos",0.38
"3195","Ambos",0.39
"3196","Ambos",0.53
"3197","Ambos",0.7
"3198","Ambos",0.63
"3199","Ambos",0.6
"3200","Ambos",0.52
"3201","Ambos",0.53
"3202","Ambos",0.47
"3203","Ambos",0.64
"3204","Ambos",0.72
"3205","Ambos",0.31
"3206","Ambos",0.41
"3207","Ambos",0.66
"3208","Ambos",0.45
"3209","Ambos",0.41
"3210","Ambos",0.65
"3211","Ambos",0.58
"3212","Ambos",0.61
"3213","Ambos",0.66
"3214","Ambos",0.62
"3215","Ambos",0.41
"3216","Ambos",0.55
"3217","Ambos",0.57
"3218","Ambos",0.58
"3219","Ambos",0.52
"3220","Ambos",0.46
"3221","Ambos",0.53
"3222","Ambos",0.56
"3223","Ambos",0.7
"3224","Ambos",0.9
"3225","Ambos",1.06
"3226","Ambos",0.69
"3227","Ambos",0.7
"3228","Ambos",0.87
"3229","Ambos",0.67
"3230","Ambos",0.8
"3231","Ambos",0.55
"3232","Ambos",0.58
"3233","Ambos",0.8
"3234","Ambos",0.49
"3235","Ambos",1
"3236","Ambos",1.21
"3237","Ambos",0.6
"3238","Ambos",0.65
"3239","Ambos",0.4
"3240","Ambos",0.65
"3241","Ambos",0.9
"3242","Ambos",1.2
"3243","Ambos",0.4
"3244","Ambos",0.55
"3245","Ambos",0.29
"3246","Ambos",0.39
"3247","Ambos",0.47
"3248","Ambos",0.6
"3249","Ambos",0.77
"3250","Ambos",0.75
"3251","Ambos",0.9
"3252","Ambos",0.53
"3253","Ambos",0.65
"3254","Ambos",0.7
"3255","Ambos",0.47
"3256","Ambos",0.48
"3257","Ambos",0.39
"3258","Ambos",0.49
"3259","Ambos",0.7
"3260","Ambos",0.8
"3261","Ambos",0.53
"3262","Ambos",0.65
"3263","Ambos",0.5
"3264","Ambos",0.88
"3265","Ambos",0.65
"3266","Ambos",0.77
"3267","Ambos",0.8
"3268","Ambos",0.99
"3269","Ambos",0.47
"3270","Ambos",0.61
"3271","Ambos",0.64
"3272","Ambos",0.86
"3273","Ambos",0.2
"3274","Ambos",0.39
"3275","Ambos",0.33
"3276","Ambos",0.44
"3277","Ambos",0.55
"3278","Ambos",0.6
"3279","Ambos",0.43
"3280","Ambos",0.72
"3281","Ambos",0.83
"3282","Ambos",0.43
"3283","Ambos",0.6
"3284","Ambos",0.5
"3285","Ambos",0.75
"3286","Ambos",0.9
"3287","Ambos",0.64
"3288","Ambos",0.45
"3289","Ambos",0.65
"3290","Ambos",0.49
"3291","Ambos",0.51
"3292","Ambos",0.97
"3293","Ambos",0.41
"3294","Ambos",0.59
"3295","Ambos",0.75
"3296","Ambos",0.8
"3297","Ambos",0.92
"3298","Ambos",1.08
"3299","Ambos",0.79
"3300","Ambos",0.9
"3301","Ambos",1.07
"3302","Ambos",0.6
"3303","Ambos",0.91
"3304","Ambos",0.62
"3305","Ambos",0.71
"3306","Ambos",0.66
"3307","Ambos",0.7
"3308","Ambos",0.78
"3309","Ambos",0.6
"3310","Ambos",0.69
"3311","Ambos",0.43
"3312","Ambos",0.78
"3313","Ambos",0.65
"3314","Ambos",0.53
"3315","Ambos",0.6
"3316","Ambos",0.3
"3317","Ambos",0.44
"3318","Ambos",0.75
"3319","Ambos",0.94
"3320","Ambos",0.55
"3321","Ambos",0.7
"3322","Ambos",0.22
"3323","Ambos",0.34
"3324","Ambos",0.45
"3325","Ambos",0.51
"3326","Ambos",0.58
"3327","Ambos",0.66
"3328","Ambos",0.75
"3329","Ambos",0.78
"3330","Ambos",0.54
"3331","Ambos",0.58
"3332","Ambos",0.8
"3333","Ambos",0.9
"3334","Ambos",0.69
"3335","Ambos",0.73
"3336","Ambos",0.43
"3337","Ambos",0.54
"3338","Ambos",0.6
"3339","Ambos",0.7
"3340","Ambos",0.76
"3341","Ambos",0.97
"3342","Ambos",0.4
"3343","Ambos",0.51
"3344","Ambos",0.44
"3345","Ambos",0.58
"3346","Ambos",0.37
"3347","Ambos",0.5
"3348","Ambos",0.7
"3349","Ambos",0.65
"3350","Ambos",0.81
"3351","Ambos",0.6
"3352","Ambos",0.7
"3353","Ambos",0.37
"3354","Ambos",0.6
"3355","Ambos",0.3
"3356","Ambos",0.69
"3357","Ambos",0.76
"3358","Ambos",0.76
"3359","Ambos",0.92
"3360","Ambos",0.69
"3361","Ambos",0.75
"3362","Ambos",0.55
"3363","Ambos",0.81
"3364","Ambos",0.65
"3365","Ambos",0.44
"3366","Ambos",0.78
"3367","Ambos",0.92
"3368","Ambos",1
"3369","Ambos",0.84
"3370","Ambos",0.41
"3371","Ambos",0.51
"3372","Ambos",0.38
"3373","Ambos",0.65
"3374","Ambos",0.7
"3375","Ambos",0.8
"3376","Ambos",0.7
"3377","Ambos",0.86
"3378","Ambos",0.53
"3379","Ambos",0.62
"3380","Ambos",0.22
"3381","Ambos",0.34
"3382","Ambos",0.51
"3383","Ambos",0.66
"3384","Ambos",0.42
"3385","Ambos",0.65
"3386","Ambos",0.84
"3387","Ambos",0.25
"3388","Ambos",0.7
"3389","Ambos",0.64
"3390","Ambos",0.86
"3391","Ambos",0.4
"3392","Ambos",0.5
"3393","Ambos",1.05
"3394","Ambos",0.9
"3395","Ambos",0.31
"3396","Ambos",0.7
"3397","Ambos",0.68
"3398","Ambos",0.48
"3399","Ambos",0.4
"3400","Ambos",0.45
"3401","Ambos",0.81
"3402","Ambos",0.85
"3403","Ambos",0.48
"3404","Ambos",0.85
"3405","Ambos",0.71
"3406","Ambos",0.82
"3407","Ambos",0.52
"3408","Ambos",0.5
"3409","Ambos",0.68
"3410","Ambos",0.68
"3411","Ambos",0.74
"3412","Ambos",0.86
"3413","Ambos",1.1
"3414","Ambos",0.8
"3415","Ambos",0.58
"3416","Ambos",0.99
"3417","Ambos",0.83
"3418","Ambos",1.11
"3419","Ambos",0.67
"3420","Ambos",0.67
"3421","Ambos",0.68
"3422","Ambos",0.98
"3423","Ambos",1.03
"3424","Ambos",1.23
"3425","Ambos",0.75
"3426","Ambos",0.98
"3427","Ambos",0.78
"3428","Ambos",0.93
"3429","Ambos",0.77
"3430","Ambos",0.55
"3431","Ambos",0.6
"3432","Ambos",0.9
"3433","Ambos",0.98
"3434","Ambos",0.67
"3435","Ambos",0.7
"3436","Ambos",0.75
"3437","Ambos",0.85
"3438","Ambos",0.87
"3439","Ambos",0.63
"3440","Ambos",0.87
"3441","Ambos",0.43
"3442","Ambos",0.23
"3443","Ambos",0.3
"3444","Ambos",0.69
"3445","Ambos",0.85
"3446","Ambos",0.5
"3447","Ambos",0.6
"3448","Ambos",0.74
"3449","Ambos",0.79
"3450","Ambos",0.71
"3451","Ambos",0.78
"3452","Ambos",0.88
"3453","Ambos",0.69
"3454","Ambos",0.86
"3455","Ambos",0.61
"3456","Ambos",0.7
"3457","Ambos",0.55
"3458","Ambos",0.61
"3459","Ambos",0.37
"3460","Ambos",0.5
"3461","Ambos",0.5
"3462","Ambos",0.55
"3463","Ambos",0.31
"3464","Ambos",0.92
"3465","Ambos",0.9
"3466","Ambos",1.16
"3467","Ambos",0.87
"3468","Ambos",0.52
"3469","Ambos",0.8
"3470","Ambos",0.61
"3471","Ambos",0.66
"3472","Ambos",0.8
"3473","Ambos",0.33
"3474","Ambos",0.7
"3475","Ambos",0.5
"3476","Ambos",0.64
"3477","Ambos",0.85
"3478","Ambos",0.73
"3479","Ambos",1.13
"3480","Ambos",0.82
"3481","Ambos",0.56
"3482","Ambos",0.7
"3483","Ambos",0.85
"3484","Ambos",1.04
"3485","Ambos",0.86
"3486","Ambos",0.6
"3487","Ambos",0.86
"3488","Ambos",1.1
"3489","Ambos",0.35
"3490","Ambos",0.5
"3491","Ambos",0.6
"3492","Ambos",0.76
"3493","Ambos",0.66
"3494","Ambos",0.7
"3495","Ambos",0.18
"3496","Ambos",0.26
"3497","Ambos",0.85
"3498","Ambos",0.38
"3499","Ambos",0.65
"3500","Ambos",0.4
"3501","Ambos",0.7
"3502","Ambos",0.6
"3503","Ambos",0.48
"3504","Ambos",0.75
"3505","Ambos",1.1
"3506","Ambos",0.71
"3507","Ambos",0.84
"3508","Ambos",0.5
"3509","Ambos",0.74
"3510","Ambos",0.9
"3511","Ambos",0.98
"3512","Ambos",0.7
"3513","Ambos",0.89
"3514","Ambos",0.86
"3515","Ambos",0.87
"3516","Ambos",0.7
"3517","Ambos",0.66
"3518","Ambos",0.56
"3519","Ambos",0.5
"3520","Ambos",0.88
"3521","Ambos",0.5
"3522","Ambos",0.39
"3523","Ambos",0.5
"3524","Ambos",0.74
"3525","Ambos",0.76
"3526","Ambos",0.74
"3527","Ambos",0.81
"3528","Ambos",0.71
"3529","Ambos",0.75
"3530","Ambos",0.81
"3531","Ambos",0.77
"3532","Ambos",0.8
"3533","Ambos",0.72
"3534","Ambos",0.66
"3535","Ambos",0.8
"3536","Ambos",0.9
"3537","Ambos",0.96
"3538","Ambos",0.7
"3539","Ambos",0.94
"3540","Ambos",0.39
"3541","Ambos",0.65
"3542","Ambos",0.78
"3543","Ambos",1.09
"3544","Ambos",0.82
"3545","Ambos",0.88
"3546","Ambos",0.8
"3547","Ambos",0.78
"3548","Ambos",0.8
"3549","Ambos",0.65
"3550","Ambos",0.85
"3551","Ambos",0.95
"3552","Ambos",0.73
"3553","Ambos",0.95
"3554","Ambos",0.7
"3555","Ambos",0.77
"3556","Ambos",0.91
"3557","Ambos",0.65
"3558","Ambos",0.52
"3559","Ambos",0.56
"3560","Ambos",0.63
"3561","Ambos",0.62
"3562","Ambos",0.47
"3563","Ambos",0.53
"3564","Ambos",0.59
"3565","Ambos",0.56
"3566","Ambos",0.75
"3567","Ambos",0.8
"3568","Ambos",0.65
"3569","Ambos",0.52
"3570","Ambos",0.52
"3571","Ambos",0.45
"3572","Ambos",0.78
"3573","Ambos",0.63
"3574","Ambos",0.52
"3575","Ambos",1.01
"3576","Ambos",0.9
"3577","Ambos",0.78
"3578","Ambos",1
"3579","Ambos",0.82
"3580","Ambos",1.19
"3581","Ambos",0.8
"3582","Ambos",0.82
"3583","Ambos",0.84
"3584","Ambos",0.8
"3585","Ambos",0.52
"3586","Ambos",0.51
"3587","Ambos",0.55
"3588","Ambos",0.47
"3589","Ambos",0.45
"3590","Ambos",0.57
"3591","Ambos",0.52
"3592","Ambos",0.59
"3593","Ambos",0.2
"3594","Ambos",0.3
"3595","Ambos",0.64
"3596","Ambos",0.53
"3597","Ambos",0.52
"3598","Ambos",0.59
"3599","Ambos",0.53
"3600","Ambos",0.61
"3601","Ambos",0.52
"3602","Ambos",0.45
"3603","Ambos",0.48
"3604","Ambos",0.47
"3605","Ambos",0.69
"3606","Ambos",0.77
"3607","Ambos",0.58
"3608","Ambos",0.51
"3609","Ambos",0.55
"3610","Ambos",0.6
"3611","Ambos",0.6
"3612","Ambos",0.43
"3613","Ambos",0.52
"3614","Ambos",0.47
"3615","Ambos",0.5
"3616","Ambos",0.54
"3617","Ambos",0.42
"3618","Ambos",0.41
"3619","Ambos",0.45
"3620","Ambos",0.79
"3621","Ambos",0.67
"3622","Ambos",0.65
"3623","Ambos",0.73
"3624","Ambos",0.82
"3625","Ambos",0.45
"3626","Ambos",1.1
"3627","Ambos",0.89
"3628","Ambos",1.04
"3629","Ambos",0.88
"3630","Ambos",0.93
"3631","Ambos",0.93
"3632","Ambos",0.92
"3633","Ambos",0.9
"3634","Ambos",0.62
"3635","Ambos",0.77
"3636","Ambos",0.76
"3637","Ambos",0.8
"3638","Ambos",0.64
"3639","Ambos",0.77
"3640","Ambos",0.65
"3641","Ambos",0.65
"3642","Ambos",0.76
"3643","Ambos",0.88
"3644","Ambos",0.69
"3645","Ambos",0.76
"3646","Ambos",0.77
"3647","Ambos",0.71
"3648","Ambos",0.6
"3649","Ambos",0.65
"3650","Ambos",0.61
"3651","Ambos",0.81
"3652","Ambos",0.7
"3653","Ambos",0.6
"3654","Ambos",0.36
"3655","Ambos",0.48
"3656","Ambos",0.46
"3657","Ambos",0.5
"3658","Ambos",0.39
"3659","Ambos",0.47
"3660","Ambos",0.51
"3661","Ambos",0.49
"3662","Ambos",0.41
"3663","Ambos",0.29
"3664","Ambos",0.55
"3665","Ambos",0.43
"3666","Ambos",0.5
"3667","Ambos",0.76
"3668","Ambos",0.66
"3669","Ambos",0.56
"3670","Ambos",0.55
"3671","Ambos",0.51
"3672","Ambos",0.43
"3673","Ambos",0.41
"3674","Ambos",0.58
"3675","Ambos",0.68
"3676","Ambos",0.7
"3677","Ambos",0.72
"3678","Ambos",0.87
"3679","Ambos",0.85
"3680","Ambos",0.79
"3681","Ambos",0.67
"3682","Ambos",0.72
"3683","Ambos",0.75
"3684","Ambos",0.8
"3685","Ambos",0.94
"3686","Ambos",0.32
"3687","Ambos",0.68
"3688","Ambos",0.73
"3689","Ambos",0.69
"3690","Ambos",0.71
"3691","Ambos",0.7
"3692","Ambos",0.44
"3693","Ambos",0.66
"3694","Ambos",0.42
"3695","Ambos",0.38
"3696","Ambos",0.39
"3697","Ambos",0.38
"3698","Ambos",0.54
"3699","Ambos",0.6
"3700","Ambos",0.41
"3701","Ambos",0.34
"3702","Ambos",0.35
"3703","Ambos",0.36
"3704","Ambos",0.38
"3705","Ambos",0.35
"3706","Ambos",0.5
"3707","Ambos",0.44
"3708","Ambos",0.37
"3709","Ambos",0.36
"3710","Ambos",0.35
"3711","Ambos",0.41
"3712","Ambos",0.36
"3713","Ambos",0.39
"3714","Ambos",0.37
"3715","Ambos",0.35
"3716","Ambos",0.34
"3717","Ambos",0.37
"3718","Ambos",0.82
"3719","Ambos",0.78
"3720","Ambos",0.68
"3721","Ambos",0.67
"3722","Ambos",0.67
"3723","Ambos",0.58
"3724","Ambos",0.6
"3725","Ambos",0.65
"3726","Ambos",0.53
"3727","Ambos",0.59
"3728","Ambos",0.58
"3729","Ambos",0.55
"3730","Ambos",0.56
"3731","Ambos",0.56
"3732","Ambos",0.64
"3733","Ambos",0.65
"3734","Ambos",0.62
"3735","Ambos",0.71
"3736","Ambos",0.77
"3737","Ambos",0.78
"3738","Ambos",0.89
"3739","Ambos",0.67
"3740","Ambos",0.72
"3741","Ambos",0.57
"3742","Ambos",0.56
"3743","Ambos",0.47
"3744","Ambos",0.62
"3745","Ambos",0.82
"3746","Ambos",0.76
"3747","Ambos",0.48
"3748","Ambos",0.5
"3749","Ambos",0.54
"3750","Ambos",0.39
"3751","Ambos",0.45
"3752","Ambos",0.37
"3753","Ambos",0.41
"3754","Ambos",0.83
"3755","Ambos",0.48
"3756","Ambos",0.57
"3757","Ambos",0.4
"3758","Ambos",0.62
"3759","Ambos",0.42
"3760","Ambos",0.65
"3761","Ambos",0.54
"3762","Ambos",0.48
"3763","Ambos",0.45
"3764","Ambos",0.76
"3765","Ambos",0.83
"3766","Ambos",0.9
"3767","Ambos",0.7
"3768","Ambos",0.71
"3769","Ambos",0.77
"3770","Ambos",0.97
"3771","Ambos",0.75
"3772","Ambos",0.68
"3773","Ambos",0.69
"3774","Ambos",0.84
"3775","Ambos",0.57
"3776","Ambos",0.71
"3777","Ambos",0.62
"3778","Ambos",0.68
"3779","Ambos",0.58
"3780","Ambos",1.12
"3781","Ambos",0.37
"3782","Ambos",0.44
"3783","Ambos",0.4
"3784","Ambos",0.48
"3785","Ambos",0.33
"3786","Ambos",0.35
"3787","Ambos",0.47
"3788","Ambos",0.39
"3789","Ambos",0.31
"3790","Ambos",0.5
"3791","Ambos",0.34
"3792","Ambos",0.37
"3793","Ambos",0.38
"3794","Ambos",0.95
"3795","Ambos",0.53
"3796","Ambos",0.6
"3797","Ambos",0.9
"3798","Ambos",0.85
"3799","Ambos",0.9
"3800","Ambos",0.88
"3801","Ambos",0.83
"3802","Ambos",0.82
"3803","Ambos",0.56
"3804","Ambos",0.22
"3805","Ambos",0.74
"3806","Ambos",0.82
"3807","Ambos",0.77
"3808","Ambos",0.96
"3809","Ambos",0.9
"3810","Ambos",0.68
"3811","Ambos",0.71
"3812","Ambos",0.76
"3813","Ambos",0.8
"3814","Ambos",1
"3815","Ambos",0.77
"3816","Ambos",0.86
"3817","Ambos",0.86
"3818","Ambos",0.86
"3819","Ambos",0.82
"3820","Ambos",0.71
"3821","Ambos",0.76
"3822","Ambos",0.78
"3823","Ambos",0.65
"3824","Ambos",0.69
"3825","Ambos",0.64
"3826","Ambos",0.76
"3827","Ambos",0.72
"3828","Ambos",0.56
"3829","Ambos",0.8
"3830","Ambos",0.86
"3831","Ambos",0.65
"3832","Ambos",0.52
"3833","Ambos",0.34
"3834","Ambos",0.4
"3835","Ambos",0.4
"3836","Ambos",0.41
"3837","Ambos",0.34
"3838","Ambos",0.34
"3839","Ambos",0.49
"3840","Ambos",0.57
"3841","Ambos",0.34
"3842","Ambos",0.59
"3843","Ambos",0.71
"3844","Ambos",0.39
"3845","Ambos",0.85
"3846","Ambos",0.67
"3847","Ambos",0.58
"3848","Ambos",0.8
"3849","Ambos",0.77
"3850","Ambos",0.81
"3851","Ambos",0.95
"3852","Ambos",0.83
"3853","Ambos",0.86
"3854","Ambos",0.86
"3855","Ambos",0.99
"3856","Ambos",0.84
"3857","Ambos",0.88
"3858","Ambos",0.78
"3859","Ambos",0.85
"3860","Ambos",1.08
"3861","Ambos",0.8
"3862","Ambos",0.77
"3863","Ambos",0.58
"3864","Ambos",0.73
"3865","Ambos",0.83
"3866","Ambos",0.67
"3867","Ambos",0.75
"3868","Ambos",0.75
"3869","Ambos",0.65
"3870","Ambos",0.93
"3871","Ambos",1.03
"3872","Ambos",0.95
"3873","Ambos",1
"3874","Ambos",0.92
"3875","Ambos",0.9
"3876","Ambos",0.93
"3877","Ambos",0.56
"3878","Ambos",0.56
"3879","Ambos",0.2
"3880","Ambos",0.83
"3881","Ambos",0.6
"3882","Ambos",0.9
"3883","Ambos",0.61
"3884","Ambos",0.76
"3885","Ambos",0.83
"3886","Ambos",0.75
"3887","Ambos",0.43
"3888","Ambos",0.73
"3889","Ambos",0.77
"3890","Ambos",0.65
"3891","Ambos",0.79
"3892","Ambos",0.85
"3893","Ambos",0.59
"3894","Ambos",0.73
"3895","Ambos",0.79
"3896","Ambos",0.79
"3897","Ambos",0.65
"3898","Ambos",0.87
"3899","Ambos",0.73
"3900","Ambos",0.76
"3901","Ambos",0.71
"3902","Ambos",1.07
"3903","Ambos",0.82
"3904","Ambos",0.76
"3905","Ambos",0.76
"3906","Ambos",0.8
"3907","Ambos",0.97
"3908","Ambos",1.09
"3909","Ambos",1
"3910","Ambos",0.77
"3911","Ambos",0.82
"3912","Ambos",0.82
"3913","Ambos",0.65
"3914","Ambos",0.68
"3915","Ambos",0.82
"3916","Ambos",0.8
"3917","Ambos",0.65
"3918","Ambos",0.69
"3919","Ambos",0.69
"3920","Ambos",0.67
"3921","Ambos",0.64
"3922","Ambos",0.53
"3923","Ambos",0.66
"3924","Ambos",0.56
"3925","Ambos",0.32
"3926","Ambos",0.96
"3927","Ambos",1.03
"3928","Ambos",0.88
"3929","Ambos",0.63
"3930","Ambos",0.79
"3931","Ambos",0.93
"3932","Ambos",1.01
"3933","Ambos",0.78
"3934","Ambos",0.48
"3935","Ambos",0.95
"3936","Ambos",0.8
"3937","Ambos",0.7
"3938","Ambos",0.7
"3939","Ambos",0.56
"3940","Ambos",0.51
"3941","Ambos",0.73
"3942","Ambos",0.96
"3943","Ambos",0.93
"3944","Ambos",0.91
"3945","Ambos",0.83
"3946","Ambos",0.79
"3947","Ambos",0.67
"3948","Ambos",0.78
"3949","Ambos",0.71
"3950","Ambos",0.7
"3951","Ambos",0.8
"3952","Ambos",0.86
"3953","Ambos",0.91
"3954","Ambos",0.98
"3955","Ambos",0.69
"3956","Ambos",0.72
"3957","Ambos",0.82
"3958","Ambos",0.79
"3959","Ambos",0.77
"3960","Ambos",0.65
"3961","Ambos",0.72
"3962","Ambos",0.62
"3963","Ambos",0.63
"3964","Ambos",0.63
"3965","Ambos",0.6
"3966","Ambos",0.5
"3967","Ambos",0.61
"3968","Ambos",0.7
"3969","Ambos",0.65
"3970","Ambos",0.62
"3971","Ambos",0.66
"3972","Ambos",0.62
"3973","Ambos",0.61
"3974","Ambos",0.65
"3975","Ambos",0.76
"3976","Ambos",0.53
"3977","Ambos",0.46
"3978","Ambos",0.6
"3979","Ambos",0.66
"3980","Ambos",0.55
"3981","Ambos",0.46
"3982","Ambos",0.69
"3983","Ambos",0.41
"3984","Ambos",0.59
"3985","Ambos",0.49
"3986","Ambos",0.76
"3987","Ambos",0.79
"3988","Ambos",0.67
"3989","Ambos",0.75
"3990","Ambos",0.54
"3991","Ambos",0.54
"3992","Ambos",0.62
"3993","Ambos",0.68
"3994","Ambos",0.51
"3995","Ambos",0.7
"3996","Ambos",0.56
"3997","Ambos",0.69
"3998","Ambos",0.5
"3999","Ambos",0.7
"4000","Ambos",0.55
"4001","Ambos",0.64
"4002","Ambos",0.57
"4003","Ambos",0.78
"4004","Ambos",0.82
"4005","Ambos",0.71
"4006","Ambos",0.86
"4007","Ambos",0.74
"4008","Ambos",0.64
"4009","Ambos",0.84
"4010","Ambos",0.73
"4011","Ambos",0.93
"4012","Ambos",0.79
"4013","Ambos",0.5
"4014","Ambos",0.59
"4015","Ambos",0.78
"4016","Ambos",0.56
"4017","Ambos",0.57
"4018","Ambos",0.68
"4019","Ambos",0.55
"4020","Ambos",0.7
"4021","Ambos",0.62
"4022","Ambos",0.69
"4023","Ambos",0.66
"4024","Ambos",0.53
"4025","Ambos",0.55
"4026","Ambos",0.73
"4027","Ambos",0.62
"4028","Ambos",0.62
"4029","Ambos",0.52
"4030","Ambos",0.7
"4031","Ambos",0.56
"4032","Ambos",0.73
"4033","Ambos",0.77
"4034","Ambos",0.7
"4035","Ambos",0.77
"4036","Ambos",0.74
"4037","Ambos",0.77
"4038","Ambos",0.73
"4039","Ambos",0.15
"4040","Ambos",0.43
"4041","Ambos",0.29
"4042","Ambos",0.33
"4043","Ambos",0.55
"4044","Ambos",0.55
"4045","Ambos",0.42
"4046","Ambos",0.47
"4047","Ambos",0.34
"4048","Ambos",0.47
"4049","Ambos",0.46
"4050","Ambos",0.53
"4051","Ambos",0.65
"4052","Ambos",0.59
"4053","Ambos",0.45
"4054","Ambos",0.47
"4055","Ambos",0.52
"4056","Ambos",0.7
"4057","Ambos",0.44
"4058","Ambos",0.43
"4059","Ambos",0.37
"4060","Ambos",0.53
"4061","Ambos",0.46
"4062","Ambos",0.49
"4063","Ambos",0.83
"4064","Ambos",0.57
"4065","Ambos",0.56
"4066","Ambos",0.32
"4067","Ambos",0.69
"4068","Ambos",0.77
"4069","Ambos",0.54
"4070","Ambos",0.97
"4071","Ambos",0.75
"4072","Ambos",0.58
"4073","Ambos",0.51
"4074","Ambos",0.47
"4075","Ambos",0.7
"4076","Ambos",0.65
"4077","Ambos",0.53
"4078","Ambos",0.44
"4079","Ambos",0.58
"4080","Ambos",0.58
"4081","Ambos",0.83
"4082","Ambos",0.52
"4083","Ambos",0.22
"4084","Ambos",0.92
"4085","Ambos",0.65
"4086","Ambos",0.65
"4087","Ambos",0.43
"4088","Ambos",0.62
"4089","Ambos",0.6
"4090","Ambos",0.64
"4091","Ambos",0.49
"4092","Ambos",0.47
"4093","Ambos",0.91
"4094","Ambos",0.48
"4095","Ambos",0.48
"4096","Ambos",0.5
"4097","Ambos",0.39
"4098","Ambos",0.41
"4099","Ambos",0.77
"4100","Ambos",0.56
"4101","Ambos",0.78
"4102","Ambos",0.55
"4103","Ambos",0.59
"4104","Ambos",0.65
"4105","Ambos",0.6
"4106","Ambos",0.56
"4107","Ambos",0.43
"4108","Ambos",0.49
"4109","Ambos",0.43
"4110","Ambos",0.41
"4111","Ambos",0.83
"4112","Ambos",0.34
"4113","Ambos",0.41
"4114","Ambos",0.5
"4115","Ambos",0.67
"4116","Ambos",0.65
"4117","Ambos",0.68
"4118","Ambos",0.48
"4119","Ambos",0.58
"4120","Ambos",0.58
"4121","Ambos",0.73
"4122","Ambos",0.59
"4123","Ambos",0.91
"4124","Ambos",0.52
"4125","Ambos",0.8
"4126","Ambos",0.69
"4127","Ambos",0.83
"4128","Ambos",0.87
"4129","Ambos",0.83
"4130","Ambos",0.92
"4131","Ambos",0.82
"4132","Ambos",0.65
"4133","Ambos",0.52
"4134","Ambos",0.54
"4135","Ambos",0.8
"4136","Ambos",0.58
"4137","Ambos",0.68
"4138","Ambos",0.42
"4139","Ambos",0.53
"4140","Ambos",0.34
"4141","Ambos",0.29
"4142","Ambos",0.38
"4143","Ambos",0.43
"4144","Ambos",0.82
"4145","Ambos",0.71
"4146","Ambos",0.79
"4147","Ambos",0.45
"4148","Ambos",0.8
"4149","Ambos",0.65
"4150","Ambos",0.76
"4151","Ambos",0.68
"4152","Ambos",0.84
"4153","Ambos",0.7
"4154","Ambos",0.53
"4155","Ambos",0.43
"4156","Ambos",0.41
"4157","Ambos",0.31
"4158","Ambos",0.26
"4159","Ambos",0.24
"4160","Ambos",0.26
"4161","Ambos",0.32
"4162","Ambos",0.37
"4163","Ambos",0.22
"4164","Ambos",0.33
"4165","Ambos",0.27
"4166","Ambos",0.11
"4167","Ambos",0.71
"4168","Ambos",0.71
"4169","Ambos",1.08
"4170","Ambos",0.96
"4171","Ambos",0.97
"4172","Ambos",0.8
"4173","Ambos",0.87
"4174","Ambos",0.63
"4175","Ambos",0.54
"4176","Ambos",0.98
"4177","Ambos",0.75
"4178","Ambos",1.01
"4179","Ambos",0.8
"4180","Ambos",0.65
"4181","Ambos",0.4
"4182","Ambos",0.52
"4183","Ambos",0.39
"4184","Ambos",0.41
"4185","Ambos",0.42
"4186","Ambos",0.42
"4187","Ambos",0.39
"4188","Ambos",0.87
"4189","Ambos",0.67
"4190","Ambos",0.61
"4191","Ambos",0.67
"4192","Ambos",0.76
"4193","Ambos",0.57
"4194","Ambos",0.68
"4195","Ambos",0.61
"4196","Ambos",0.65
"4197","Ambos",0.5
"4198","Ambos",0.57
"4199","Ambos",0.6
"4200","Ambos",0.71
"4201","Ambos",0.65
"4202","Ambos",0.76
"4203","Ambos",0.51
"4204","Ambos",0.75
"4205","Ambos",0.82
"4206","Ambos",0.57
"4207","Ambos",0.6
"4208","Ambos",0.51
"4209","Ambos",0.58
"4210","Ambos",0.62
"4211","Ambos",0.52
"4212","Ambos",0.77
"4213","Ambos",0.77
"4214","Ambos",0.86
"4215","Ambos",0.88
"4216","Ambos",0.54
"4217","Ambos",0.98
"4218","Ambos",0.65
"4219","Ambos",0.24
"4220","Ambos",0.73
"4221","Ambos",0.82
"4222","Ambos",0.72
"4223","Ambos",0.92
"4224","Ambos",0.8
