"","origem","densidade"
"1","Cerrado",0.43
"2","Cerrado",0.52
"3","Cerrado",0.62
"4","Cerrado",0.58
"5","Cerrado",0.59
"6","Cerrado",0.61
"7","Cerrado",0.53
"8","Cerrado",0.55
"9","Cerrado",0.56
"10","Cerrado",0.35
"11","Cerrado",0.38
"12","Cerrado",0.41
"13","Cerrado",0.5
"14","Cerrado",0.52
"15","Cerrado",0.55
"16","Cerrado",0.53
"17","Cerrado",0.55
"18","Cerrado",0.56
"19","Cerrado",0.32
"20","Cerrado",0.35
"21","Cerrado",0.38
"22","Cerrado",0.43
"23","Cerrado",0.48
"24","Cerrado",0.53
"25","Cerrado",0.42
"26","Cerrado",0.47
"27","Cerrado",0.51
"28","Cerrado",0.27
"29","Cerrado",0.28
"30","Cerrado",0.3
"31","Cerrado",0.38
"32","Cerrado",0.39
"33","Cerrado",0.41
"34","Cerrado",0.41
"35","Cerrado",0.42
"36","Cerrado",0.43
"37","Cerrado",0.31
"38","Cerrado",0.32
"39","Cerrado",0.33
"40","Cerrado",0.4
"41","Cerrado",0.43
"42","Cerrado",0.45
"43","Cerrado",0.42
"44","Cerrado",0.46
"45","Cerrado",0.49
"46","Cerrado",0.3
"47","Cerrado",0.31
"48","Cerrado",0.33
"49","Cerrado",0.42
"50","Cerrado",0.43
"51","Cerrado",0.44
"52","Cerrado",0.45
"53","Cerrado",0.47
"54","Cerrado",0.48
"55","Cerrado",0.35
"56","Cerrado",0.37
"57","Cerrado",0.38
"58","Cerrado",0.43
"59","Cerrado",0.44
"60","Cerrado",0.46
"61","Cerrado",0.41
"62","Cerrado",0.46
"63","Cerrado",0.51
"64","Cerrado",0.35
"65","Cerrado",0.38
"66","Cerrado",0.41
"67","Cerrado",0.4
"68","Cerrado",0.42
"69","Cerrado",0.43
"70","Cerrado",0.42
"71","Cerrado",0.46
"72","Cerrado",0.51
"73","Cerrado",0.3
"74","Cerrado",0.31
"75","Cerrado",0.33
"76","Cerrado",0.42
"77","Cerrado",0.43
"78","Cerrado",0.44
"79","Cerrado",0.45
"80","Cerrado",0.47
"81","Cerrado",0.48
"82","Cerrado",0.35
"83","Cerrado",0.37
"84","Cerrado",0.38
"85","Cerrado",0.43
"86","Cerrado",0.44
"87","Cerrado",0.46
"88","Cerrado",0.41
"89","Cerrado",0.46
"90","Cerrado",0.51
"91","Cerrado",0.35
"92","Cerrado",0.38
"93","Cerrado",0.41
"94","Cerrado",0.4
"95","Cerrado",0.42
"96","Cerrado",0.43
"97","Cerrado",0.42
"98","Cerrado",0.46
"99","Cerrado",0.51
"100","Cerrado",0.32
"101","Cerrado",0.34
"102","Cerrado",0.36
"103","Cerrado",0.29
"104","Cerrado",0.32
"105","Cerrado",0.35
"106","Cerrado",0.36
"107","Cerrado",0.37
"108","Cerrado",0.39
"109","Cerrado",0.33
"110","Cerrado",0.34
"111","Cerrado",0.36
"112","Cerrado",0.35
"113","Cerrado",0.43
"114","Cerrado",0.17
"115","Cerrado",0.27
"116","Cerrado",0.37
"117","Cerrado",0.32
"118","Cerrado",0.35
"119","Cerrado",0.38
"120","Cerrado",0.46
"121","Cerrado",0.47
"122","Cerrado",0.47
"123","Cerrado",0.28
"124","Cerrado",0.3
"125","Cerrado",0.31
"126","Cerrado",0.41
"127","Cerrado",0.41
"128","Cerrado",0.42
"129","Cerrado",0.42
"130","Cerrado",0.3
"131","Cerrado",0.34
"132","Cerrado",0.38
"133","Cerrado",0.67
"134","Cerrado",0.5
"135","Cerrado",0.51
"136","Cerrado",0.43
"137","Cerrado",0.55
"138","Cerrado",0.6
"139","Cerrado",0.46
"140","Cerrado",0.58
"141","Cerrado",0.59
"142","Cerrado",0.68
"143","Cerrado",0.56
"144","Cerrado",0.51
"145","Cerrado",0.7
"146","Cerrado",0.54
"147","Cerrado",0.67
"148","Cerrado",0.63
"149","Cerrado",0.55
"150","Cerrado",0.51
"151","Cerrado",0.36
"152","Cerrado",0.48
"153","Cerrado",0.47
"154","Cerrado",0.5
"155","Cerrado",0.65
"156","Cerrado",0.87
"157","Cerrado",0.49
"158","Cerrado",0.64
"159","Cerrado",0.81
"160","Cerrado",0.35
"161","Cerrado",0.67
"162","Cerrado",0.9
"163","Cerrado",0.49
"164","Cerrado",0.69
"165","Cerrado",0.9
"166","Cerrado",0.57
"167","Cerrado",0.63
"168","Cerrado",0.79
"169","Cerrado",0.47
"170","Cerrado",0.65
"171","Cerrado",0.79
"172","Cerrado",0.5
"173","Cerrado",0.67
"174","Cerrado",0.9
"175","Cerrado",0.54
"176","Cerrado",0.68
"177","Cerrado",0.88
"178","Cerrado",0.82
"179","Cerrado",0.8
"180","Cerrado",0.78
"181","Cerrado",0.61
"182","Cerrado",0.58
"183","Cerrado",0.66
"184","Cerrado",0.5
"185","Cerrado",0.82
"186","Cerrado",0.43
"187","Cerrado",0.46
"188","Cerrado",0.5
"189","Cerrado",0.33
"190","Cerrado",0.37
"191","Cerrado",0.42
"192","Cerrado",0.41
"193","Cerrado",0.46
"194","Cerrado",0.51
"195","Cerrado",0.32
"196","Cerrado",0.41
"197","Cerrado",0.5
"198","Cerrado",0.42
"199","Cerrado",0.49
"200","Cerrado",0.56
"201","Cerrado",0.4
"202","Cerrado",0.45
"203","Cerrado",0.5
"204","Cerrado",0.57
"205","Cerrado",0.61
"206","Cerrado",0.65
"207","Cerrado",0.49
"208","Cerrado",0.51
"209","Cerrado",0.54
"210","Cerrado",0.45
"211","Cerrado",0.51
"212","Cerrado",0.56
"213","Cerrado",0.46
"214","Cerrado",0.5
"215","Cerrado",0.54
"216","Cerrado",0.47
"217","Cerrado",0.5
"218","Cerrado",0.53
"219","Cerrado",0.45
"220","Cerrado",0.49
"221","Cerrado",0.53
"222","Cerrado",0.44
"223","Cerrado",0.48
"224","Cerrado",0.51
"225","Cerrado",0.43
"226","Cerrado",0.51
"227","Cerrado",0.59
"228","Cerrado",0.45
"229","Cerrado",0.5
"230","Cerrado",0.55
"231","Cerrado",0.43
"232","Cerrado",0.5
"233","Cerrado",0.56
"234","Cerrado",0.57
"235","Cerrado",0.63
"236","Cerrado",0.69
"237","Cerrado",0.47
"238","Cerrado",0.52
"239","Cerrado",0.57
"240","Cerrado",0.59
"241","Cerrado",0.64
"242","Cerrado",0.69
"243","Cerrado",0.56
"244","Cerrado",0.61
"245","Cerrado",0.66
"246","Cerrado",0.57
"247","Cerrado",0.6
"248","Cerrado",0.63
"249","Cerrado",0.55
"250","Cerrado",0.6
"251","Cerrado",0.66
"252","Cerrado",0.39
"253","Cerrado",0.44
"254","Cerrado",0.49
"255","Cerrado",0.37
"256","Cerrado",0.44
"257","Cerrado",0.51
"258","Cerrado",0.53
"259","Cerrado",0.55
"260","Cerrado",0.58
"261","Cerrado",0.51
"262","Cerrado",0.56
"263","Cerrado",0.61
"264","Cerrado",0.52
"265","Cerrado",0.56
"266","Cerrado",0.59
"267","Cerrado",0.43
"268","Cerrado",0.47
"269","Cerrado",0.51
"270","Cerrado",0.48
"271","Cerrado",1.11
"272","Cerrado",0.5
"273","Cerrado",0.58
"274","Cerrado",0.67
"275","Cerrado",0.53
"276","Cerrado",0.56
"277","Cerrado",0.59
"278","Cerrado",0.56
"279","Cerrado",0.62
"280","Cerrado",0.67
"281","Cerrado",0.66
"282","Cerrado",0.68
"283","Cerrado",0.7
"284","Cerrado",0.67
"285","Cerrado",0.71
"286","Cerrado",0.75
"287","Cerrado",0.51
"288","Cerrado",0.56
"289","Cerrado",0.61
"290","Cerrado",0.5
"291","Cerrado",0.54
"292","Cerrado",0.59
"293","Cerrado",0.41
"294","Cerrado",0.47
"295","Cerrado",0.54
"296","Cerrado",0.3
"297","Cerrado",0.45
"298","Cerrado",0.6
"299","Cerrado",0.55
"300","Cerrado",0.58
"301","Cerrado",0.61
"302","Cerrado",0.32
"303","Cerrado",0.42
"304","Cerrado",0.51
"305","Cerrado",0.56
"306","Cerrado",0.6
"307","Cerrado",0.64
"308","Cerrado",0.62
"309","Cerrado",0.67
"310","Cerrado",0.71
"311","Cerrado",0.52
"312","Cerrado",0.6
"313","Cerrado",0.67
"314","Cerrado",0.46
"315","Cerrado",0.51
"316","Cerrado",0.55
"317","Cerrado",0.57
"318","Cerrado",0.6
"319","Cerrado",0.63
"320","Cerrado",0.5
"321","Cerrado",0.55
"322","Cerrado",0.6
"323","Cerrado",0.48
"324","Cerrado",0.53
"325","Cerrado",0.59
"326","Cerrado",0.42
"327","Cerrado",0.49
"328","Cerrado",0.55
"329","Cerrado",0.58
"330","Cerrado",0.61
"331","Cerrado",0.64
"332","Cerrado",0.6
"333","Cerrado",0.63
"334","Cerrado",0.66
"335","Cerrado",0.49
"336","Cerrado",0.56
"337","Cerrado",0.62
"338","Cerrado",0.52
"339","Cerrado",0.56
"340","Cerrado",0.6
"341","Cerrado",0.42
"342","Cerrado",0.47
"343","Cerrado",0.52
"344","Cerrado",0.48
"345","Cerrado",0.53
"346","Cerrado",0.58
"347","Cerrado",0.54
"348","Cerrado",0.6
"349","Cerrado",0.65
"350","Cerrado",0.44
"351","Cerrado",0.48
"352","Cerrado",0.52
"353","Cerrado",0.23
"354","Cerrado",0.26
"355","Cerrado",0.3
"356","Cerrado",0.17
"357","Cerrado",0.2
"358","Cerrado",0.23
"359","Cerrado",0.69
"360","Cerrado",0.71
"361","Cerrado",0.73
"362","Cerrado",0.58
"363","Cerrado",0.63
"364","Cerrado",0.69
"365","Cerrado",0.55
"366","Cerrado",0.59
"367","Cerrado",0.64
"368","Cerrado",0.49
"369","Cerrado",0.53
"370","Cerrado",0.58
"371","Cerrado",0.51
"372","Cerrado",0.55
"373","Cerrado",0.59
"374","Cerrado",0.45
"375","Cerrado",0.49
"376","Cerrado",0.53
"377","Cerrado",0.49
"378","Cerrado",0.53
"379","Cerrado",0.58
"380","Cerrado",0.46
"381","Cerrado",0.51
"382","Cerrado",0.57
"383","Cerrado",0.39
"384","Cerrado",0.47
"385","Cerrado",0.55
"386","Cerrado",0.24
"387","Cerrado",0.27
"388","Cerrado",0.31
"389","Cerrado",0.41
"390","Cerrado",0.44
"391","Cerrado",0.48
"392","Cerrado",0.37
"393","Cerrado",0.4
"394","Cerrado",0.43
"395","Cerrado",0.51
"396","Cerrado",0.57
"397","Cerrado",0.63
"398","Cerrado",0.12
"399","Cerrado",0.51
"400","Cerrado",0.9
"401","Cerrado",0.51
"402","Cerrado",0.57
"403","Cerrado",0.63
"404","Cerrado",0.46
"405","Cerrado",0.52
"406","Cerrado",0.58
"407","Cerrado",0.42
"408","Cerrado",0.47
"409","Cerrado",0.53
"410","Cerrado",0.42
"411","Cerrado",0.46
"412","Cerrado",0.51
"413","Cerrado",0.59
"414","Cerrado",0.48
"415","Cerrado",0.5
"416","Cerrado",0.59
"417","Cerrado",0.42
"418","Cerrado",0.73
"419","Cerrado",0.69
"420","Cerrado",0.6
"421","Cerrado",0.65
"422","Cerrado",0.7
"423","Cerrado",0.68
"424","Cerrado",0.74
"425","Cerrado",0.8
"426","Cerrado",0.59
"427","Cerrado",0.61
"428","Cerrado",0.63
"429","Cerrado",0.46
"430","Cerrado",0.48
"431","Cerrado",0.5
"432","Cerrado",0.65
"433","Cerrado",0.67
"434","Cerrado",0.69
"435","Cerrado",0.47
"436","Cerrado",0.52
"437","Cerrado",0.57
"438","Cerrado",0.49
"439","Cerrado",0.5
"440","Cerrado",0.51
"441","Cerrado",0.74
"442","Cerrado",0.61
"443","Cerrado",0.58
"444","Cerrado",0.59
"445","Cerrado",0.56
"446","Cerrado",0.48
"447","Cerrado",0.46
"448","Cerrado",0.61
"449","Cerrado",0.52
"450","Cerrado",0.77
"451","Cerrado",0.7
"452","Cerrado",0.62
"453","Cerrado",0.57
"454","Cerrado",0.36
"455","Cerrado",0.38
"456","Cerrado",0.52
"457","Cerrado",0.62
"458","Cerrado",0.54
"459","Cerrado",0.47
"460","Cerrado",0.78
"461","Cerrado",0.46
"462","Cerrado",0.58
"463","Cerrado",0.74
"464","Cerrado",0.65
"465","Cerrado",0.52
"466","Cerrado",0.5
"467","Cerrado",0.7
"468","Cerrado",0.42
"469","Cerrado",0.73
"470","Cerrado",0.69
"471","Cerrado",0.66
"472","Cerrado",0.69
"473","Cerrado",0.68
"474","Cerrado",0.72
"475","Cerrado",0.72
"476","Cerrado",0.55
"477","Cerrado",0.49
"478","Cerrado",0.38
"479","Cerrado",0.62
"480","Cerrado",0.69
"481","Cerrado",0.57
"482","Cerrado",0.4
"483","Cerrado",0.59
"484","Cerrado",0.75
"485","Cerrado",0.94
"486","Cerrado",0.56
"487","Cerrado",0.71
"488","Cerrado",0.87
"489","Cerrado",0.72
"490","Cerrado",0.99
"491","Cerrado",1.21
"492","Cerrado",0.61
"493","Cerrado",0.79
"494","Cerrado",1.06
"495","Cerrado",0.37
"496","Cerrado",0.78
"497","Cerrado",1.13
"498","Cerrado",0.57
"499","Cerrado",0.73
"500","Cerrado",0.9
"501","Cerrado",0.67
"502","Cerrado",0.84
"503","Cerrado",1.06
"504","Cerrado",0.61
"505","Cerrado",0.84
"506","Cerrado",0.98
"507","Cerrado",0.49
"508","Cerrado",0.71
"509","Cerrado",0.97
"510","Cerrado",0.69
"511","Cerrado",0.9
"512","Cerrado",1.09
"513","Cerrado",0.49
"514","Cerrado",0.73
"515","Cerrado",0.89
"516","Cerrado",0.76
"517","Cerrado",0.99
"518","Cerrado",1.17
"519","Cerrado",0.53
"520","Cerrado",0.76
"521","Cerrado",0.99
"522","Cerrado",0.55
"523","Cerrado",0.75
"524","Cerrado",0.96
"525","Cerrado",0.62
"526","Cerrado",0.86
"527","Cerrado",1.07
"528","Cerrado",0.56
"529","Cerrado",0.65
"530","Cerrado",0.69
"531","Cerrado",0.55
"532","Cerrado",0.87
"533","Cerrado",1.12
"534","Cerrado",0.44
"535","Cerrado",0.57
"536","Cerrado",0.75
"537","Cerrado",0.48
"538","Cerrado",0.69
"539","Cerrado",0.94
"540","Cerrado",0.45
"541","Cerrado",0.77
"542","Cerrado",1.09
"543","Cerrado",0.43
"544","Cerrado",0.76
"545","Cerrado",1.07
"546","Cerrado",0.45
"547","Cerrado",0.64
"548","Cerrado",0.85
"549","Cerrado",0.36
"550","Cerrado",0.63
"551","Cerrado",1.14
"552","Cerrado",1.13
"553","Cerrado",0.77
"554","Cerrado",0.95
"555","Cerrado",0.89
"556","Cerrado",0.44
"557","Cerrado",0.39
"558","Cerrado",0.79
"559","Cerrado",0.81
"560","Cerrado",0.78
"561","Cerrado",0.55
"562","Cerrado",0.59
"563","Cerrado",0.53
"564","Cerrado",0.68
"565","Cerrado",0.7
"566","Cerrado",0.68
"567","Cerrado",0.72
"568","Cerrado",0.76
"569","Cerrado",0.71
"570","Cerrado",0.61
"571","Cerrado",0.64
"572","Cerrado",0.6
"573","Cerrado",0.86
"574","Cerrado",0.9
"575","Cerrado",0.85
"576","Cerrado",0.5
"577","Cerrado",0.5
"578","Cerrado",0.49
"579","Cerrado",0.87
"580","Cerrado",0.89
"581","Cerrado",0.86
"582","Cerrado",0.65
"583","Cerrado",0.65
"584","Cerrado",0.66
"585","Cerrado",0.71
"586","Cerrado",0.72
"587","Cerrado",0.71
"588","Cerrado",0.49
"589","Cerrado",0.49
"590","Cerrado",0.49
"591","Cerrado",0.61
"592","Cerrado",0.62
"593","Cerrado",0.61
"594","Cerrado",0.76
"595","Cerrado",0.78
"596","Cerrado",0.75
"597","Cerrado",0.64
"598","Cerrado",0.65
"599","Cerrado",0.64
"600","Cerrado",0.7
"601","Cerrado",0.72
"602","Cerrado",0.69
"603","Cerrado",0.81
"604","Cerrado",0.81
"605","Cerrado",0.8
"606","Cerrado",0.69
"607","Cerrado",0.7
"608","Cerrado",0.69
"609","Cerrado",0.88
"610","Cerrado",0.9
"611","Cerrado",0.88
"612","Cerrado",0.73
"613","Cerrado",0.77
"614","Cerrado",0.73
"615","Cerrado",0.63
"616","Cerrado",0.64
"617","Cerrado",0.63
"618","Cerrado",0.69
"619","Cerrado",0.72
"620","Cerrado",0.68
"621","Cerrado",0.71
"622","Cerrado",0.74
"623","Cerrado",0.7
"624","Cerrado",0.73
"625","Cerrado",0.76
"626","Cerrado",0.72
"627","Cerrado",0.77
"628","Cerrado",0.81
"629","Cerrado",0.76
"630","Cerrado",0.74
"631","Cerrado",0.75
"632","Cerrado",0.74
"633","Cerrado",0.57
"634","Cerrado",0.57
"635","Cerrado",0.57
"636","Cerrado",0.65
"637","Cerrado",0.68
"638","Cerrado",0.65
"639","Cerrado",0.38
"640","Cerrado",0.4
"641","Cerrado",0.38
"642","Cerrado",0.59
"643","Cerrado",0.59
"644","Cerrado",0.58
"645","Cerrado",0.4
"646","Cerrado",0.42
"647","Cerrado",0.43
"648","Cerrado",0.44
"649","Cerrado",0.44
"650","Cerrado",0.47
"651","Cerrado",0.5
"652","Cerrado",0.56
"653","Cerrado",0.57
"654","Cerrado",0.58
"655","Cerrado",0.54
"656","Cerrado",0.56
"657","Cerrado",0.58
"658","Cerrado",0.54
"659","Cerrado",0.56
"660","Cerrado",0.58
"661","Cerrado",1.07
"662","Cerrado",1.16
"663","Cerrado",1.25
"664","Cerrado",1.07
"665","Cerrado",1.16
"666","Cerrado",1.25
"667","Cerrado",0.24
"668","Cerrado",0.3
"669","Cerrado",0.36
"670","Cerrado",0.36
"671","Cerrado",0.43
"672","Cerrado",0.5
"673","Cerrado",0.15
"674","Cerrado",0.24
"675","Cerrado",0.33
"676","Cerrado",0.53
"677","Cerrado",0.55
"678","Cerrado",0.57
"679","Cerrado",0.39
"680","Cerrado",0.45
"681","Cerrado",0.51
"682","Cerrado",0.52
"683","Cerrado",0.54
"684","Cerrado",0.56
"685","Cerrado",0.42
"686","Cerrado",0.45
"687","Cerrado",0.48
"688","Cerrado",0.43
"689","Cerrado",0.52
"690","Cerrado",0.61
"691","Cerrado",0.51
"692","Cerrado",0.57
"693","Cerrado",0.63
"694","Cerrado",0.47
"695","Cerrado",0.5
"696","Cerrado",0.53
"697","Cerrado",0.44
"698","Cerrado",0.48
"699","Cerrado",0.52
"700","Cerrado",0.4
"701","Cerrado",0.46
"702","Cerrado",0.52
"703","Cerrado",0.53
"704","Cerrado",0.62
"705","Cerrado",0.71
"706","bNão especifica",0.75
"707","bNão especifica",0.88
"708","bNão especifica",0.89
"709","bNão especifica",1.07
"710","Cerrado",0.38
"711","Cerrado",0.52
"712","Cerrado",0.72
"713","Cerrado",0.66
"714","Cerrado",0.71
"715","Cerrado",0.73
"716","Cerrado",0.72
"717","Cerrado",0.72
"718","Cerrado",0.72
"719","Cerrado",0.73
"720","Cerrado",0.73
"721","bNão especifica",0.51
"722","bNão especifica",0.41
"723","Cerrado",0.65
"724","Cerrado",0.64
"725","Cerrado",0.7
"726","Cerrado",0.77
"727","Cerrado",0.64
"728","Cerrado",0.69
"729","Cerrado",0.82
"730","Cerrado",0.67
"731","Cerrado",0.7
"732","Cerrado",0.74
"733","Cerrado",0.64
"734","Cerrado",0.71
"735","Cerrado",0.8
"736","Cerrado",0.63
"737","Cerrado",0.69
"738","Cerrado",0.78
"739","Cerrado",1.11
"740","Cerrado",1.05
"741","Cerrado",0.86
"742","Cerrado",0.37
"743","Cerrado",0.4
"744","Cerrado",0.43
"745","Cerrado",0.46
"746","Cerrado",0.35
"747","Cerrado",0.38
"748","Cerrado",0.41
"749","Cerrado",0.34
"750","Cerrado",0.36
"751","Cerrado",0.38
"752","Cerrado",0.39
"753","Cerrado",0.41
"754","Cerrado",0.43
"755","Cerrado",0.56
"756","Cerrado",0.59
"757","Cerrado",0.62
"758","Cerrado",0.69
"759","Cerrado",0.71
"760","Cerrado",0.73
"761","Cerrado",0.54
"762","Cerrado",0.56
"763","Cerrado",0.58
"764","Cerrado",0.51
"765","Cerrado",0.52
"766","Cerrado",0.53
"767","Cerrado",0.4
"768","Cerrado",0.42
"769","Cerrado",0.44
"770","Cerrado",0.64
"771","Cerrado",0.67
"772","Cerrado",0.7
"773","Cerrado",0.47
"774","Cerrado",0.5
"775","Cerrado",0.53
"776","Cerrado",0.56
"777","Cerrado",0.56
"778","Cerrado",0.56
"779","Cerrado",0.39
"780","Cerrado",0.42
"781","Cerrado",0.45
"782","Cerrado",0.37
"783","Cerrado",0.39
"784","Cerrado",0.41
"785","Cerrado",0.4
"786","Cerrado",0.43
"787","Cerrado",0.46
"788","Cerrado",0.48
"789","Cerrado",0.51
"790","Cerrado",0.54
"791","Cerrado",0.48
"792","Cerrado",0.51
"793","Cerrado",0.54
"794","Cerrado",0.46
"795","Cerrado",0.49
"796","Cerrado",0.52
"797","Cerrado",0.36
"798","Cerrado",0.37
"799","Cerrado",0.38
"800","Cerrado",0.65
"801","Cerrado",0.67
"802","Cerrado",0.69
"803","Cerrado",0.36
"804","Cerrado",0.37
"805","Cerrado",0.38
"806","Cerrado",0.3
"807","Cerrado",0.3
"808","Cerrado",0.3
"809","Cerrado",0.67
"810","Cerrado",0.68
"811","Cerrado",0.69
"812","Cerrado",0.43
"813","Cerrado",0.46
"814","Cerrado",0.49
"815","Cerrado",0.61
"816","Cerrado",0.62
"817","Cerrado",0.63
"818","Cerrado",0.41
"819","Cerrado",0.42
"820","Cerrado",0.43
"821","Cerrado",0.52
"822","Cerrado",0.53
"823","Cerrado",0.54
"824","Cerrado",0.61
"825","Cerrado",0.7
"826","Cerrado",0.51
"827","bNão especifica",0.84
"828","bNão especifica",0.5
"829","bNão especifica",0.68
"830","bNão especifica",0.64
"831","bNão especifica",0.5
"832","bNão especifica",0.6
"833","bNão especifica",0.4
"834","Cerrado",0.61
"835","Cerrado",0.48
"836","Cerrado",0.73
"837","Cerrado",0.58
"838","Cerrado",0.62
"839","Cerrado",0.63
"840","bNão especifica",1.19
"841","bNão especifica",1.15
"842","bNão especifica",1.3
"843","bNão especifica",1
"844","bNão especifica",1.1
"845","bNão especifica",0.9
"846","bNão especifica",1.23
"847","Cerrado",0.61
"848","Cerrado",0.56
"849","Cerrado",0.68
"850","Cerrado",0.65
"851","Cerrado",0.69
"852","Cerrado",0.77
"853","Cerrado",0.64
"854","Cerrado",0.38
"855","Cerrado",0.39
"856","Cerrado",0.53
"857","Cerrado",0.7
"858","Cerrado",0.63
"859","Cerrado",0.6
"860","Cerrado",0.52
"861","Cerrado",0.53
"862","Cerrado",0.47
"863","Cerrado",0.64
"864","Cerrado",0.72
"865","Cerrado",0.31
"866","Cerrado",0.41
"867","Cerrado",0.66
"868","Cerrado",0.45
"869","Cerrado",0.41
"870","Cerrado",0.65
"871","Cerrado",0.58
"872","Cerrado",0.61
"873","Cerrado",0.66
"874","Cerrado",0.62
"875","Cerrado",0.41
"876","Cerrado",0.55
"877","Cerrado",0.57
"878","Cerrado",0.58
"879","Cerrado",0.52
"880","Cerrado",0.46
"881","bNão especifica",0.53
"882","bNão especifica",0.56
"883","bNão especifica",0.7
"884","bNão especifica",0.9
"885","bNão especifica",1.06
"886","bNão especifica",0.69
"887","bNão especifica",0.7
"888","bNão especifica",0.87
"889","bNão especifica",0.67
"890","bNão especifica",0.8
"891","bNão especifica",0.55
"892","bNão especifica",0.58
"893","bNão especifica",0.8
"894","bNão especifica",0.49
"895","bNão especifica",1
"896","bNão especifica",1.21
"897","bNão especifica",0.6
"898","bNão especifica",0.65
"899","bNão especifica",0.4
"900","bNão especifica",0.65
"901","bNão especifica",0.9
"902","bNão especifica",1.2
"903","bNão especifica",0.4
"904","bNão especifica",0.55
"905","bNão especifica",0.29
"906","bNão especifica",0.39
"907","bNão especifica",0.47
"908","bNão especifica",0.6
"909","bNão especifica",0.77
"910","bNão especifica",0.75
"911","bNão especifica",0.9
"912","bNão especifica",0.53
"913","bNão especifica",0.65
"914","bNão especifica",0.7
"915","bNão especifica",0.47
"916","bNão especifica",0.48
"917","bNão especifica",0.39
"918","bNão especifica",0.49
"919","bNão especifica",0.7
"920","bNão especifica",0.8
"921","bNão especifica",0.53
"922","bNão especifica",0.65
"923","bNão especifica",0.5
"924","bNão especifica",0.88
"925","bNão especifica",0.65
"926","bNão especifica",0.77
"927","bNão especifica",0.8
"928","bNão especifica",0.99
"929","bNão especifica",0.47
"930","bNão especifica",0.61
"931","bNão especifica",0.64
"932","bNão especifica",0.86
"933","bNão especifica",0.2
"934","bNão especifica",0.39
"935","bNão especifica",0.33
"936","bNão especifica",0.44
"937","bNão especifica",0.55
"938","bNão especifica",0.6
"939","bNão especifica",0.43
"940","bNão especifica",0.72
"941","bNão especifica",0.83
"942","bNão especifica",0.43
"943","bNão especifica",0.6
"944","bNão especifica",0.5
"945","bNão especifica",0.75
"946","bNão especifica",0.9
"947","bNão especifica",0.64
"948","bNão especifica",0.45
"949","bNão especifica",0.65
"950","bNão especifica",0.49
"951","bNão especifica",0.51
"952","bNão especifica",0.97
"953","bNão especifica",0.41
"954","bNão especifica",0.59
"955","bNão especifica",0.75
"956","bNão especifica",0.8
"957","bNão especifica",0.92
"958","bNão especifica",1.08
"959","bNão especifica",0.79
"960","bNão especifica",0.9
"961","bNão especifica",1.07
"962","bNão especifica",0.6
"963","bNão especifica",0.91
"964","bNão especifica",0.62
"965","bNão especifica",0.71
"966","bNão especifica",0.66
"967","bNão especifica",0.7
"968","bNão especifica",0.78
"969","bNão especifica",0.6
"970","bNão especifica",0.69
"971","bNão especifica",0.43
"972","bNão especifica",0.78
"973","bNão especifica",0.65
"974","bNão especifica",0.53
"975","bNão especifica",0.6
"976","bNão especifica",0.3
"977","bNão especifica",0.44
"978","bNão especifica",0.75
"979","bNão especifica",0.94
"980","bNão especifica",0.55
"981","bNão especifica",0.7
"982","bNão especifica",0.22
"983","bNão especifica",0.34
"984","bNão especifica",0.45
"985","bNão especifica",0.51
"986","bNão especifica",0.58
"987","bNão especifica",0.66
"988","bNão especifica",0.75
"989","bNão especifica",0.78
"990","bNão especifica",0.54
"991","bNão especifica",0.58
"992","bNão especifica",0.8
"993","bNão especifica",0.9
"994","bNão especifica",0.69
"995","bNão especifica",0.73
"996","bNão especifica",0.43
"997","bNão especifica",0.54
"998","bNão especifica",0.6
"999","bNão especifica",0.7
"1000","bNão especifica",0.76
"1001","bNão especifica",0.97
"1002","bNão especifica",0.4
"1003","bNão especifica",0.51
"1004","bNão especifica",0.44
"1005","bNão especifica",0.58
"1006","bNão especifica",0.37
"1007","bNão especifica",0.5
"1008","bNão especifica",0.7
"1009","bNão especifica",0.65
"1010","bNão especifica",0.81
"1011","bNão especifica",0.6
"1012","bNão especifica",0.7
"1013","bNão especifica",0.37
"1014","bNão especifica",0.6
"1015","bNão especifica",0.3
"1016","bNão especifica",0.69
"1017","bNão especifica",0.76
"1018","bNão especifica",0.76
"1019","bNão especifica",0.92
"1020","bNão especifica",0.69
"1021","bNão especifica",0.75
"1022","bNão especifica",0.55
"1023","bNão especifica",0.81
"1024","bNão especifica",0.65
"1025","bNão especifica",0.44
"1026","bNão especifica",0.78
"1027","bNão especifica",0.92
"1028","bNão especifica",1
"1029","bNão especifica",0.84
"1030","bNão especifica",0.41
"1031","bNão especifica",0.51
"1032","bNão especifica",0.38
"1033","bNão especifica",0.65
"1034","bNão especifica",0.7
"1035","bNão especifica",0.8
"1036","bNão especifica",0.7
"1037","bNão especifica",0.86
"1038","bNão especifica",0.53
"1039","bNão especifica",0.62
"1040","bNão especifica",0.22
"1041","bNão especifica",0.34
"1042","bNão especifica",0.51
"1043","bNão especifica",0.66
"1044","bNão especifica",0.42
"1045","bNão especifica",0.65
"1046","bNão especifica",0.84
"1047","bNão especifica",0.25
"1048","bNão especifica",0.7
"1049","bNão especifica",0.64
"1050","bNão especifica",0.86
"1051","bNão especifica",0.4
"1052","bNão especifica",0.5
"1053","bNão especifica",1.05
"1054","bNão especifica",0.9
"1055","bNão especifica",0.31
"1056","bNão especifica",0.7
"1057","bNão especifica",0.68
